time_of_day,lane_A_cars,lane_B_cars,lane_C_cars,lane_D_cars,signal_duration_A,signal_duration_B
morning,143,45,23,58,76,24
evening,194,76,26,70,71,29
afternoon,71,70,88,40,50,50
afternoon,73,102,74,35,41,59
afternoon,132,66,87,31,66,34
morning,121,24,38,60,83,17
afternoon,87,129,39,62,40,60
afternoon,177,125,63,91,58,42
morning,31,108,34,13,22,78
afternoon,100,91,54,68,52,48
afternoon,93,86,26,68,51,49
evening,155,86,70,14,64,36
night,44,27,67,66,61,39
evening,180,82,87,49,68,32
evening,133,87,53,12,60,40
morning,39,21,60,45,65,35
afternoon,111,51,50,69,68,32
morning,134,30,33,76,81,19
morning,61,112,55,29,35,65
afternoon,133,91,81,70,59,41
evening,183,72,52,36,71,29
morning,120,31,69,39,79,21
evening,153,65,91,74,70,30
night,2,6,11,62,25,75
night,35,49,62,84,41,59
afternoon,133,120,20,12,52,48
night,14,43,93,51,24,76
night,4,50,58,42,7,93
afternoon,101,67,19,36,60,40
night,8,19,72,42,29,71
night,5,44,78,84,10,90
evening,84,131,80,55,39,61
evening,188,114,43,18,62,38
evening,105,177,41,61,37,63
afternoon,129,138,31,33,48,52
morning,79,71,73,58,52,48
morning,66,63,73,86,51,49
morning,124,32,14,48,79,21
morning,107,94,46,31,53,47
morning,34,89,79,74,27,73
morning,51,77,60,33,39,61
evening,169,134,35,57,55,45
evening,122,67,55,97,64,36
night,13,10,33,61,56,44
afternoon,66,51,77,14,56,44
afternoon,125,71,69,77,63,37
afternoon,60,68,31,60,46,54
night,5,40,48,72,11,89
afternoon,86,132,64,35,39,61
morning,132,55,56,26,70,30
evening,183,98,77,27,65,35
evening,148,83,99,60,64,36
afternoon,91,149,23,51,37,63
evening,127,145,27,55,46,54
evening,157,148,53,100,51,49
afternoon,74,142,62,41,34,66
afternoon,170,120,90,65,58,42
afternoon,175,98,46,50,64,36
morning,138,76,40,90,64,36
evening,170,166,16,24,50,50
morning,43,31,83,56,58,42
evening,101,78,86,95,56,44
morning,91,118,57,44,43,57
night,3,15,96,36,16,84
night,4,20,37,70,16,84
morning,140,39,53,30,78,22
afternoon,132,100,31,94,56,44
morning,95,93,28,93,50,50
evening,134,167,91,94,44,56
evening,147,66,86,98,69,31
night,21,46,95,17,31,69
evening,116,92,87,33,55,45
night,19,25,11,26,43,57
evening,90,86,85,78,51,49
afternoon,172,142,13,92,54,46
morning,74,55,46,92,57,43
afternoon,59,74,20,11,44,56
afternoon,119,58,97,70,67,33
morning,139,117,18,24,54,46
afternoon,120,122,76,33,49,51
evening,191,128,72,70,59,41
night,13,27,56,90,32,68
morning,135,114,47,38,54,46
night,15,25,64,37,37,63
evening,81,121,57,53,40,60
afternoon,119,76,43,46,61,39
night,47,12,76,70,79,21
afternoon,151,112,36,10,57,43
evening,164,133,94,96,55,45
morning,97,100,50,34,49,51
evening,111,178,16,71,38,62
afternoon,134,134,34,20,50,50
evening,165,131,48,99,55,45
afternoon,92,116,43,65,44,56
evening,163,179,79,37,47,53
afternoon,93,135,99,45,40,60
afternoon,73,118,37,62,38,62
afternoon,109,47,85,75,69,31
afternoon,96,142,53,27,40,60
evening,161,126,88,82,56,44
evening,131,101,14,35,56,44
morning,90,107,60,34,45,55
evening,177,73,95,16,70,30
night,2,17,79,56,10,90
morning,69,25,92,38,73,27
night,41,39,40,68,51,49
night,27,36,91,20,42,58
night,22,3,19,73,88,12
afternoon,105,55,77,18,65,35
night,44,35,84,77,55,45
night,38,28,12,68,57,43
afternoon,164,42,12,61,79,21
night,28,40,35,48,41,59
afternoon,114,114,93,93,50,50
afternoon,124,144,61,100,46,54
evening,198,88,70,49,69,31
afternoon,90,103,46,100,46,54
morning,70,49,73,97,58,42
afternoon,66,68,17,34,49,51
evening,129,147,32,41,46,54
morning,46,25,17,43,64,36
evening,163,158,84,26,50,50
morning,146,85,30,44,63,37
evening,73,76,89,50,48,52
evening,172,88,86,35,66,34
afternoon,130,140,61,96,48,52
morning,37,39,74,18,48,52
night,24,31,95,25,43,57
afternoon,88,47,84,32,65,35
morning,47,99,81,47,32,68
night,11,35,16,59,23,77
afternoon,152,140,35,94,52,48
morning,107,79,51,15,57,43
evening,144,87,21,31,62,38
evening,75,98,67,78,43,57
morning,42,46,61,18,47,53
evening,109,65,42,88,62,38
morning,73,105,54,34,41,59
morning,80,104,72,15,43,57
night,28,41,72,97,40,60
afternoon,96,102,95,95,48,52
evening,136,167,28,99,44,56
evening,157,163,54,38,49,51
afternoon,120,55,38,25,68,32
evening,95,164,88,53,36,64
morning,63,77,36,69,45,55
afternoon,144,128,47,27,52,48
morning,71,97,76,42,42,58
night,15,39,50,36,27,73
night,45,33,91,40,57,43
afternoon,152,128,56,51,54,46
morning,111,70,26,88,61,39
evening,85,82,10,48,50,50
night,6,6,19,87,50,50
afternoon,57,79,13,66,41,59
afternoon,97,60,39,19,61,39
evening,89,146,43,33,37,63
night,35,17,73,90,67,33
morning,86,27,81,40,76,24
afternoon,69,95,24,75,42,58
morning,67,74,34,76,47,53
morning,143,69,20,18,67,33
morning,140,101,70,95,58,42
afternoon,168,149,22,41,52,48
evening,139,63,57,83,68,32
evening,71,67,74,41,51,49
evening,171,126,36,19,57,43
morning,51,118,51,31,30,70
night,21,7,72,94,75,25
afternoon,70,71,46,45,49,51
night,1,9,62,37,10,90
evening,106,133,63,61,44,56
morning,112,35,45,18,76,24
evening,144,100,38,36,59,41
morning,145,59,60,28,71,29
afternoon,176,99,13,46,64,36
morning,137,78,81,86,63,37
afternoon,151,83,64,27,64,36
morning,43,54,78,68,44,56
morning,46,76,24,78,37,63
afternoon,74,113,13,97,39,61
morning,101,45,78,84,69,31
morning,53,22,60,16,70,30
morning,139,99,35,21,58,42
morning,105,67,85,22,61,39
morning,62,116,69,92,34,66
afternoon,85,80,10,63,51,49
afternoon,64,113,80,27,36,64
afternoon,148,108,65,42,57,43
evening,187,74,67,46,71,29
afternoon,82,104,94,24,44,56
night,11,3,89,40,78,22
evening,190,125,50,76,60,40
evening,172,168,28,66,50,50
night,19,35,27,48,35,65
afternoon,144,86,26,54,62,38
evening,166,132,14,64,55,45
afternoon,57,75,31,40,43,57
afternoon,54,44,92,51,55,45
afternoon,158,41,81,38,79,21
morning,83,86,47,43,49,51
afternoon,102,105,86,88,49,51
evening,149,73,43,95,67,33
afternoon,75,94,93,100,44,56
afternoon,67,109,29,87,38,62
afternoon,148,80,63,95,64,36
night,32,18,27,35,64,36
morning,113,97,45,66,53,47
night,10,49,61,81,16,84
afternoon,172,128,21,16,57,43
evening,140,140,27,64,50,50
night,48,20,84,25,70,30
evening,153,90,89,27,62,38
evening,132,168,68,65,44,56
evening,133,138,62,95,49,51
afternoon,65,107,90,24,37,63
morning,37,109,22,94,25,75
afternoon,149,109,54,30,57,43
morning,129,48,45,23,72,28
morning,118,57,55,90,67,33
night,15,1,15,23,93,7
morning,100,91,83,50,52,48
night,17,11,69,90,60,40
morning,45,43,32,18,51,49
night,38,14,93,84,73,27
night,48,5,42,88,90,10
morning,134,100,94,35,57,43
evening,78,87,34,29,47,53
evening,153,170,92,42,47,53
evening,125,73,13,11,63,37
night,30,34,55,73,46,54
evening,141,123,60,66,53,47
night,44,31,37,69,58,42
night,2,45,52,80,4,96
night,14,39,70,31,26,74
evening,137,91,24,25,60,40
evening,191,137,79,35,58,42
afternoon,164,98,24,45,62,38
evening,169,132,26,75,56,44
evening,70,138,32,30,33,67
night,41,43,49,100,48,52
night,34,1,71,15,97,3
afternoon,175,111,39,92,61,39
morning,78,30,70,26,72,28
evening,130,111,75,11,53,47
night,42,29,98,68,59,41
afternoon,79,48,99,97,62,38
night,2,38,32,60,5,95
evening,77,162,42,16,32,68
night,12,27,56,73,30,70
morning,56,63,97,91,47,53
afternoon,108,59,38,43,64,36
evening,143,180,17,40,44,56
afternoon,172,51,47,86,77,23
night,7,35,49,61,16,84
afternoon,110,118,32,20,48,52
evening,182,139,100,13,56,44
morning,103,119,75,36,46,54
afternoon,59,129,20,75,31,69
afternoon,165,68,17,91,70,30
afternoon,73,80,27,58,47,53
afternoon,161,79,31,46,67,33
evening,134,130,95,39,50,50
afternoon,164,83,59,93,66,34
afternoon,95,117,33,90,44,56
morning,147,111,26,57,56,44
night,43,8,30,34,84,16
night,38,30,28,14,55,45
night,39,18,52,76,68,32
afternoon,90,100,22,54,47,53
afternoon,163,73,88,61,69,31
evening,146,82,56,21,64,36
afternoon,175,129,30,33,57,43
morning,38,101,43,35,27,73
evening,192,89,22,53,68,32
afternoon,113,125,50,60,47,53
morning,47,20,64,46,70,30
morning,58,69,96,97,45,55
night,19,23,30,64,45,55
afternoon,159,45,76,72,77,23
evening,177,76,74,72,69,31
afternoon,171,135,63,47,55,45
morning,89,23,17,54,79,21
morning,64,40,32,63,61,39
morning,140,35,74,67,80,20
afternoon,121,85,65,71,58,42
night,11,15,77,31,42,58
morning,118,92,91,92,56,44
morning,110,114,55,95,49,51
night,26,36,10,45,41,59
night,31,7,47,47,81,19
morning,112,70,48,89,61,39
morning,40,24,13,42,62,38
morning,42,105,39,64,28,72
evening,145,172,93,38,45,55
night,22,5,63,62,81,19
evening,177,93,33,93,65,35
morning,131,20,29,75,86,14
evening,193,71,89,58,73,27
evening,169,85,41,61,66,34
morning,62,44,52,88,58,42
night,19,15,88,35,55,45
night,47,4,78,79,92,8
morning,149,48,78,40,75,25
afternoon,107,50,95,53,68,32
morning,40,111,70,40,26,74
night,43,13,84,49,76,24
morning,51,105,27,18,32,68
evening,174,173,90,13,50,50
morning,96,106,64,90,47,53
night,28,41,37,36,40,60
evening,186,172,66,24,51,49
evening,93,69,63,79,57,43
morning,111,85,54,65,56,44
night,7,29,41,27,19,81
evening,84,171,52,16,32,68
night,46,42,36,24,52,48
morning,135,112,73,27,54,46
night,34,8,24,27,80,20
evening,78,159,42,96,32,68
morning,111,61,37,62,64,36
afternoon,72,52,47,57,58,42
afternoon,169,150,34,37,52,48
evening,148,125,37,74,54,46
morning,51,36,36,50,58,42
evening,194,141,95,32,57,43
afternoon,132,44,44,85,75,25
afternoon,87,134,87,57,39,61
morning,40,85,84,33,32,68
afternoon,164,79,85,31,67,33
morning,147,106,19,95,58,42
night,9,31,32,47,22,78
night,46,39,18,13,54,46
afternoon,61,112,95,44,35,65
afternoon,170,52,26,51,76,24
evening,119,81,18,82,59,41
morning,39,44,50,100,46,54
night,22,26,85,53,45,55
evening,78,145,69,19,34,66
evening,187,180,21,34,50,50
evening,129,132,47,17,49,51
afternoon,112,74,73,99,60,40
morning,83,77,56,95,51,49
afternoon,170,101,15,66,62,38
morning,34,107,83,83,24,76
afternoon,78,74,84,96,51,49
night,40,9,97,59,81,19
evening,198,67,99,71,74,26
afternoon,172,144,17,71,54,46
afternoon,102,116,39,35,46,54
morning,149,31,49,20,82,18
evening,95,177,29,45,34,66
afternoon,148,77,20,52,65,35
night,37,8,87,97,82,18
afternoon,178,111,49,10,61,39
evening,115,80,30,31,58,42
evening,90,85,34,43,51,49
night,17,0,79,10,100,0
afternoon,178,136,31,46,56,44
night,27,38,23,33,41,59
afternoon,59,101,18,38,36,64
evening,77,86,73,51,47,53
afternoon,161,143,97,47,52,48
night,40,2,38,56,95,5
morning,102,34,80,84,75,25
afternoon,168,124,90,11,57,43
afternoon,109,107,11,93,50,50
night,35,35,97,69,50,50
afternoon,81,136,91,85,37,63
morning,129,88,99,76,59,41
evening,199,71,11,52,73,27
evening,148,108,86,89,57,43
night,8,10,32,18,44,56
afternoon,142,141,42,19,50,50
morning,120,100,91,61,54,46
afternoon,165,66,30,27,71,29
night,47,11,90,37,81,19
night,12,28,80,80,30,70
night,16,24,24,12,40,60
afternoon,127,133,38,61,48,52
night,4,7,41,58,36,64
night,17,41,96,50,29,71
morning,148,112,30,10,56,44
afternoon,122,143,98,27,46,54
night,13,31,99,73,29,71
afternoon,153,137,19,30,52,48
morning,38,47,37,64,44,56
afternoon,147,83,88,11,63,37
afternoon,170,77,32,76,68,32
evening,98,77,71,15,56,44
afternoon,135,99,55,11,57,43
evening,140,170,69,29,45,55
afternoon,70,94,96,72,42,58
evening,182,112,61,97,61,39
night,3,38,37,29,7,93
night,31,11,13,100,73,27
afternoon,82,135,91,41,37,63
evening,101,60,66,89,62,38
afternoon,167,89,59,34,65,35
morning,60,105,22,93,36,64
morning,58,88,12,71,39,61
evening,152,133,23,21,53,47
evening,179,156,68,50,53,47
afternoon,91,133,77,44,40,60
afternoon,77,82,18,61,48,52
morning,136,71,54,30,65,35
morning,143,48,46,71,74,26
night,22,20,38,77,52,48
evening,190,163,37,39,53,47
morning,64,53,24,63,54,46
morning,148,87,33,50,62,38
morning,97,67,42,25,59,41
afternoon,115,102,96,80,52,48
evening,129,97,58,54,57,43
afternoon,89,74,40,35,54,46
evening,71,112,50,73,38,62
morning,88,42,42,50,67,33
night,21,34,72,63,38,62
afternoon,71,61,43,74,53,47
night,30,29,10,25,50,50
morning,84,120,51,60,41,59
night,34,32,31,57,51,49
evening,82,177,84,21,31,69
evening,80,180,97,30,30,70
night,48,48,91,55,50,50
afternoon,101,75,64,22,57,43
afternoon,110,119,16,24,48,52
afternoon,175,70,10,44,71,29
afternoon,164,131,78,53,55,45
night,45,8,56,50,84,16
afternoon,142,56,100,89,71,29
night,14,43,100,39,24,76
morning,43,112,48,24,27,73
afternoon,88,66,50,84,57,43
morning,36,85,26,90,29,71
night,31,28,18,69,52,48
afternoon,94,52,29,54,64,36
morning,134,89,18,49,60,40
evening,91,106,41,65,46,54
night,34,11,69,56,75,25
afternoon,114,105,50,28,52,48
afternoon,114,76,20,22,60,40
morning,32,90,76,26,26,74
morning,35,110,43,64,24,76
morning,36,58,59,68,38,62
night,49,15,85,46,76,24
evening,120,97,83,92,55,45
morning,101,108,65,99,48,52
night,39,7,34,68,84,16
afternoon,144,67,76,71,68,32
night,28,43,38,56,39,61
evening,174,131,70,37,57,43
afternoon,72,112,20,67,39,61
evening,196,173,26,54,53,47
night,46,38,47,61,54,46
morning,61,100,80,45,37,63
morning,103,54,73,54,65,35
morning,40,41,46,75,49,51
afternoon,122,106,25,46,53,47
morning,35,36,14,88,49,51
morning,107,110,52,41,49,51
morning,116,87,88,23,57,43
afternoon,146,53,97,25,73,27
evening,166,156,76,24,51,49
afternoon,127,93,74,59,57,43
morning,116,63,76,48,64,36
night,38,20,39,42,65,35
night,14,41,87,62,25,75
afternoon,85,88,21,34,49,51
evening,166,132,43,85,55,45
night,13,49,65,15,20,80
evening,86,116,18,36,42,58
morning,73,114,32,82,39,61
evening,127,86,42,63,59,41
afternoon,134,80,57,100,62,38
night,20,42,48,31,32,68
evening,195,67,64,26,74,26
evening,163,95,80,25,63,37
morning,79,65,70,69,54,46
evening,147,82,27,40,64,36
afternoon,125,108,31,35,53,47
night,14,0,12,67,100,0
morning,130,56,63,86,69,31
evening,143,160,65,18,47,53
night,18,49,76,78,26,74
night,42,39,42,94,51,49
morning,84,54,19,37,60,40
afternoon,65,107,97,25,37,63
morning,53,118,73,57,30,70
morning,109,68,93,38,61,39
morning,79,34,37,30,69,31
afternoon,59,136,74,42,30,70
afternoon,82,61,11,26,57,43
morning,42,74,100,97,36,64
afternoon,117,74,41,32,61,39
night,4,5,37,96,44,56
afternoon,174,88,67,67,66,34
morning,66,34,38,93,66,34
morning,108,117,25,100,48,52
morning,74,76,92,67,49,51
night,33,28,63,28,54,46
evening,102,117,71,79,46,54
morning,30,53,82,40,36,64
afternoon,148,76,43,17,66,34
night,6,49,86,83,10,90
night,11,45,42,39,19,81
morning,66,79,44,67,45,55
evening,133,100,85,22,57,43
afternoon,79,92,33,11,46,54
afternoon,132,106,41,24,55,45
morning,69,62,90,44,52,48
morning,47,37,83,53,55,45
morning,64,37,19,27,63,37
evening,147,117,85,13,55,45
night,7,46,78,50,13,87
morning,87,77,33,87,53,47
afternoon,125,111,11,87,52,48
evening,99,165,38,28,37,63
night,12,12,25,16,50,50
evening,112,88,93,39,56,44
evening,166,72,53,75,69,31
night,29,47,73,79,38,62
morning,52,83,18,29,38,62
evening,159,80,37,14,66,34
morning,80,62,99,42,56,44
afternoon,52,111,91,92,31,69
morning,97,104,44,26,48,52
morning,114,55,66,11,67,33
evening,83,168,46,80,33,67
evening,80,112,94,71,41,59
evening,188,141,35,79,57,43
morning,86,102,43,13,45,55
afternoon,107,139,97,91,43,57
morning,47,85,99,65,35,65
evening,106,153,10,84,40,60
night,4,33,48,50,10,90
night,18,38,38,68,32,68
afternoon,157,143,64,65,52,48
morning,143,92,68,57,60,40
afternoon,160,120,98,64,57,43
morning,106,86,30,35,55,45
night,14,37,79,41,27,73
evening,141,160,15,58,46,54
evening,188,117,95,74,61,39
afternoon,138,77,81,75,64,36
night,20,1,65,14,95,5
night,37,28,94,36,56,44
morning,79,90,86,77,46,54
morning,109,89,61,19,55,45
night,49,0,25,63,100,0
afternoon,137,51,12,12,72,28
morning,101,120,14,56,45,55
morning,105,37,65,42,73,27
evening,158,110,38,95,58,42
morning,138,61,52,59,69,31
night,2,22,76,65,8,92
evening,162,160,56,91,50,50
morning,123,72,45,18,63,37
afternoon,175,126,77,45,58,42
evening,149,169,29,13,46,54
morning,39,78,84,83,33,67
night,47,44,73,19,51,49
night,7,1,79,68,87,13
evening,142,168,51,59,45,55
evening,97,121,88,37,44,56
evening,131,121,73,23,51,49
morning,117,60,80,76,66,34
morning,106,83,31,54,56,44
afternoon,142,114,68,66,55,45
night,27,36,54,35,42,58
morning,118,71,74,89,62,38
afternoon,60,43,14,86,58,42
afternoon,113,121,54,28,48,52
morning,144,99,61,17,59,41
afternoon,130,103,100,25,55,45
evening,154,171,35,27,47,53
afternoon,167,124,58,19,57,43
evening,95,102,11,51,48,52
afternoon,163,84,90,76,65,35
evening,180,108,89,55,62,38
evening,187,169,38,29,52,48
morning,63,95,55,20,39,61
evening,186,117,96,76,61,39
afternoon,97,56,70,58,63,37
night,26,31,38,84,45,55
night,31,18,98,65,63,37
evening,163,170,58,68,48,52
night,50,25,97,75,66,34
night,21,13,25,73,61,39
evening,156,92,28,73,62,38
evening,190,134,83,84,58,42
evening,91,137,71,54,39,61
night,45,30,57,34,60,40
evening,97,123,85,56,44,56
afternoon,172,135,92,57,56,44
afternoon,52,124,31,67,29,71
evening,165,130,43,96,55,45
afternoon,135,98,86,56,57,43
night,26,22,22,82,54,46
evening,127,130,37,43,49,51
evening,194,142,80,47,57,43
afternoon,147,125,94,19,54,46
evening,91,130,84,37,41,59
night,19,28,10,68,40,60
night,21,7,11,25,75,25
night,32,22,26,78,59,41
evening,76,90,25,91,45,55
night,31,25,18,45,55,45
afternoon,132,104,16,89,55,45
morning,111,32,34,19,77,23
afternoon,82,102,92,61,44,56
night,32,43,18,28,42,58
afternoon,63,124,25,57,33,67
night,30,14,42,69,68,32
morning,123,62,42,98,66,34
morning,40,41,45,15,49,51
afternoon,93,46,73,14,66,34
afternoon,138,49,38,49,73,27
afternoon,163,119,30,18,57,43
afternoon,137,110,60,77,55,45
afternoon,134,144,28,74,48,52
afternoon,163,76,68,84,68,32
night,46,13,41,85,77,23
evening,111,175,89,13,38,62
evening,98,135,27,60,42,58
morning,82,97,23,98,45,55
morning,131,83,95,17,61,39
morning,103,53,71,33,66,34
afternoon,72,99,27,17,42,58
afternoon,82,67,73,63,55,45
afternoon,125,51,97,26,71,29
morning,105,66,95,60,61,39
evening,108,65,56,29,62,38
evening,162,166,48,37,49,51
morning,141,119,11,26,54,46
evening,192,176,45,74,52,48
morning,81,91,54,66,47,53
afternoon,115,141,92,10,44,56
night,18,50,71,33,26,74
night,24,46,23,82,34,66
evening,160,138,86,29,53,47
night,6,9,76,44,40,60
evening,132,170,12,27,43,57
morning,99,74,84,97,57,43
morning,62,35,63,35,63,37
morning,86,109,13,38,44,56
evening,80,90,74,19,47,53
evening,104,90,66,41,53,47
evening,186,156,85,57,54,46
evening,106,176,40,85,37,63
morning,41,91,93,41,31,69
evening,112,111,24,62,50,50
night,37,12,53,19,75,25
afternoon,135,69,23,72,66,34
afternoon,68,113,43,82,37,63
afternoon,104,147,51,30,41,59
morning,100,28,98,97,78,22
evening,187,176,78,90,51,49
evening,73,99,29,90,42,58
night,36,44,39,43,45,55
night,37,14,56,22,72,28
evening,166,147,93,25,53,47
morning,87,71,27,55,55,45
morning,136,93,92,97,59,41
night,42,3,50,58,93,7
afternoon,144,90,45,57,61,39
afternoon,53,121,24,100,30,70
night,16,48,21,65,25,75
afternoon,50,91,17,58,35,65
night,12,26,23,53,31,69
evening,152,91,80,11,62,38
morning,57,46,12,48,55,45
night,45,14,70,59,76,24
morning,95,44,44,29,68,32
morning,147,76,90,83,65,35
afternoon,135,64,94,41,67,33
afternoon,158,146,73,78,51,49
night,22,10,17,78,68,32
night,27,6,70,38,81,19
night,14,28,91,78,33,67
night,32,5,64,82,86,14
morning,34,117,90,94,22,78
afternoon,179,54,50,43,76,24
evening,118,90,26,32,56,44
morning,38,72,36,82,34,66
afternoon,158,63,64,35,71,29
evening,187,170,18,73,52,48
afternoon,99,143,62,29,40,60
morning,146,28,36,37,83,17
night,47,16,25,11,74,26
morning,128,46,99,14,73,27
evening,104,91,74,95,53,47
night,43,26,92,18,62,38
night,16,13,14,20,55,45
night,38,24,82,11,61,39
afternoon,95,134,25,87,41,59
morning,79,75,64,87,51,49
evening,71,170,67,32,29,71
afternoon,136,89,72,21,60,40
afternoon,121,131,86,45,48,52
afternoon,125,134,27,83,48,52
night,31,47,64,70,39,61
evening,174,62,79,39,73,27
afternoon,59,131,76,59,31,69
evening,95,148,75,20,39,61
afternoon,93,99,83,35,48,52
afternoon,167,138,90,99,54,46
evening,145,108,85,21,57,43
evening,83,168,58,78,33,67
night,14,11,14,19,56,44
afternoon,50,130,23,14,27,73
evening,103,65,65,92,61,39
evening,114,146,67,41,43,57
night,29,5,100,50,85,15
night,31,16,94,48,65,35
afternoon,111,78,66,69,58,42
afternoon,130,89,29,70,59,41
night,40,6,28,41,86,14
night,19,35,66,74,35,65
morning,53,91,39,29,36,64
evening,115,124,75,37,48,52
night,38,23,82,91,62,38
night,31,37,70,75,45,55
afternoon,66,128,13,35,34,66
evening,83,128,22,76,39,61
night,15,5,25,81,75,25
evening,143,83,43,23,63,37
evening,186,69,22,34,72,28
afternoon,62,129,27,70,32,68
morning,54,82,39,13,39,61
afternoon,118,68,44,36,63,37
evening,131,76,55,67,63,37
afternoon,162,113,96,10,58,42
night,4,3,100,39,57,43
evening,153,137,26,37,52,48
night,50,46,75,98,52,48
evening,147,101,26,11,59,41
morning,123,34,18,75,78,22
evening,87,86,23,98,50,50
evening,188,152,28,82,55,45
morning,96,85,24,89,53,47
afternoon,134,71,42,48,65,35
evening,130,100,24,89,56,44
afternoon,153,70,87,93,68,32
evening,94,115,95,53,44,56
morning,100,58,56,84,63,37
night,17,22,92,25,43,57
afternoon,148,42,31,95,77,23
evening,189,179,93,17,51,49
morning,116,87,28,73,57,43
morning,150,21,56,20,87,13
evening,117,141,74,97,45,55
afternoon,51,87,97,42,36,64
afternoon,115,73,19,34,61,39
morning,55,34,70,91,61,39
evening,189,116,42,22,61,39
night,48,17,61,88,73,27
evening,141,87,11,15,61,39
evening,150,100,63,27,60,40
morning,56,26,29,96,68,32
night,46,7,19,55,86,14
afternoon,107,47,14,68,69,31
night,39,21,39,60,65,35
night,45,41,91,77,52,48
morning,63,28,54,31,69,31
morning,96,59,24,74,61,39
night,15,4,91,27,78,22
afternoon,176,71,99,41,71,29
